MeetingID|GroupName|Address|Area|State|PostCode|Day_Time|Contact|PartialMatch|FormattedAddress|Exact_Lat|Exact_Lng
"362"|"Pioneer Group - II"|"SFS ChurchCompound, Mohan Nagar"|"Nagpur"|"Maharashtra"|"440001"|"Wed/Sat 7.00 pm"|"09373568076"|"true"|"Sadar Road, SFS High School, Sadar, Nagpur, Maharashtra 440001, India"|"21.159860700"|"79.081588700"
"363"|"Hope Group"|"ISI Hall, In Front of Smruti Talkies,"|"Nagpur"|"Maharashtra"|"440001"|"Fri/Sun 5.30 pm"|"09420856583"|"true"|"Mount Rd Ext, Sadar, Nagpur, Maharashtra 440001, India"|"21.158514300"|"79.079720300"
"364"|"Good Morning"|"Chitanvis Municipal School, Xakkardara Road,"|"Nagpur"|"Maharashtra"|"440009"|"Daily 7.00 am"|"09765911984"|"true"|"Chitanvis Municipal School, Xakkardara Road,, Nagpur, Maharashtra - 440009"|"21.137778000"|"79.087191300"
"365"|"Sahyog Group"|"Avinash High School, New Khalasi Lane, Kaamtee"|"Nagpur"|"Maharashtra"|"440001"|"Sat 7.00 pm"|"094208555680"|"true"|"Avinash High School, New Khalasi Lane, Kaamtee, Nagpur, Maharashtra - 440001"|"21.157722000"|"79.084275000"
"366"|"Sukhi Jeevan Group."|"Krushna Moru Patil Deshmukh High School, Tulinj, Station Rd,"|"Nalasopara (E)"|"Maharashtra"|"401203"|"Tue/Thu 7.30 pm and Sat 7.00 pm"|"09322914149"|"true"|"Krushna Moru Patil Deshmukh High School, Tulinj, Station Rd, , Nalasopara (E), Maharashtra - 401203"|"19.417821000"|"72.810854000"
"367"|"Anmol Jiwan Group"|"Nanded Coroporation School, Near Mahatma Gandhi Statue, Vazirabag"|"Nanded"|"Maharashtra"|"431746"|"Sun 10.30 am"|"09765947873"|"true"|"Nanded Coroporation School, Near Mahatma Gandhi Statue, Vazirabag, Nanded, Maharashtra - 431746"|"19.138251000"|"77.320955000"
"368"|"Navjeevan Group"|"Hutatma Smarak, opp Old CBS,"|"Nashik"|"Maharashtra"|"422002"|"Mon/Wed/Sat 7.30 pm"|"09850254565"|"true"|"Hutatma Smarak, 480, Old Agra Rd, Shalimar, Nashik, Maharashtra 422001, India"|"20.002606000"|"73.783754000"
"369"|"Avishkar Group"|"Sacred Heart High School, Sector No.4, Vashi"|"Navi Mumbai"|"Maharashtra"|"400703"|"Thu 7.00 pm"|""|"true"|"Plot 67, Sector 9A, Mumbai, Maharashtra 400703, India"|"19.072618500"|"72.991382600"
"370"|"Naya Jeevan Group"|"Navi Mumbai Municipal Hospital, Sector 10-A,"|"Navi Mumbai"|"Maharashtra"|"400708"|"Sun 10.30 am"|"09869367917, 09833216770"|"true"|"Sector 10A, Near St Mary Church, Vashi, Navi Mumbai, Maharashtra 400703, India"|"19.082788100"|"72.996028700"
"371"|"Sweekar Group"|"Gyanvikas High School, Sector 17, Koper Khairane, Near Jimmy tower"|"Navi Mumbai"|"Maharashtra"|"400709"|"Mon 7.30 pm"|""|"true"|"Gyanvikas High School, Sector 17, Koper Khairane, Near Jimmy tower, Navi Mumbai, Maharashtra - 400709"|"19.105114000"|"73.004602000"
"372"|"Jeevanrekha Group"|"Dnyandeep Viddhyamandir, Near Gajanan Maharaj temple, Sector No.2, Near Rly Station, Airoli"|"Navi Mumbai"|"Maharashtra"|"400708"|"Sat 7.30 pm"|""|"true"|"Dnyandeep Viddhyamandir, Near Gajanan Maharaj temple, Sector No.2, Near Rly Station, Airoli, Navi Mumbai, Maharashtra - 400708"|"19.158597000"|"72.999017000"
"373"|"Life And Hope Group"|"OPD No 43, D. Y. Patil Hospital, Sector 1, Nerul"|"Navi Mumbai"|"Maharashtra"|"400706"|"Wed 7.30 pm"|""|"true"|"Sector 5, Nerul, Navi Mumbai, Maharashtra 400706, India"|"19.041105500"|"73.024397800"
"374"|"Mansarovar Group"|"Sector 12, Sushama Patil Viddyalaya, Kamothe"|"Navi Mumbai"|"Maharashtra"|"410209"|"Fri 7.30 pm"|"08080850800"|"true"|"Plot No 39, Sector 11, Kamothe, Navi Mumbai, Maharashtra 410209, India"|"19.019298000"|"73.091323600"
"375"|"Juinagar Group"|"Janardan Patil Mahanagar Palika School, Sector 23, Juinagar,"|"Navi Mumbai"|"Maharashtra"|"400705"|"Sun 7.30 pm"|"09619061658"|"true"|"Near Veena Restaurant, Pundalik Mahadu Patil Marg, Sector 23, Juinagar, Navi Mumbai, Maharashtra 400705, India"|"19.051984000"|"73.016488000"
"376"|"Nirmal Group"|"Sarpanch Arun P Sutar Nunicipal School, Sector 1, Shirvane, Nerul"|"Navi Mumbai"|"Maharashtra"|"400706"|"Sun 10.30 am"|"09322647856"|"true"|"Sarpanch Arun P Sutar Nunicipal School, Sector 1, Shirvane, Nerul, Navi Mumbai, Maharashtra - 400706"|"19.045360000"|"73.021166000"
"377"|"Premsandesh Group"|"St. Jose Church, Sector 19,"|"New Panvel"|"Maharashtra"|"410206"|"Tue 7.30 pm"|"09220723213"|"true"|"Sector 18A, New Panvel East, Panvel, Navi Mumbai, Maharashtra 410206, India"|"18.995793200"|"73.118085900"
"378"|"Naya Jiwan Group"|"C.K.T. College, Khanda Colony,"|"New Panvel"|"Maharashtra"|"410206"|"Thu 7.30 pm"|"09321896059"|"true"|"Gayatri chs,shop-10,ckt college road,khanda colony,new panvel, Navi Mumbai, Maharashtra 410206, India"|"19.003366000"|"73.111683000"
"379"|"Premsandesh Group"|"St George High School, Sector - 2,"|"New Panvel"|"Maharashtra"|"410206"|"Thu 7.30 pm"|"09323710170"|"true"|"Panvel, Navi Mumbai, Maharashtra 410206, India"|"19.006572800"|"73.125526100"
"380"|"Sahyog Group"|"Nagarpalika School no 11, Samtanagar"|"Osmanabad"|"Maharashtra"|"413501"|"Sun 10.30 am"|"09422935132"|"true"|"Nagarpalika School no 11, Samtanagar, Osmanabad, Maharashtra - 413501"|"18.186066000"|"76.041941000"
"381"|"Navchaitanya Group"|"Bharat Viddyalaya, Opp Bus Stand,"|"Omerga"|"Maharashtra"|"413606"|"Sun 10.30 am"|"09890267012"|"true"|"NH65, Aarogya Nagar, Omerga, Maharashtra 413606, India"|"17.838752500"|"76.618330500"
"382"|"Vishal Group."|"Dhavale Hospital, Boisar Road, Opp. S.T. Workshop,"|"Palgahar (W)"|"Maharashtra"|"401501"|"Sun 10.00 am"|"09421625060"|"true"|"Palghar- Opp. S. T. Workshop, Boisar - Palghar Rd, Palghar, Maharashtra 401404, India"|"19.718151100"|"72.763822100"
"383"|"Shradha Gorup"|"Municipal Primary School No 9, Sant Peth, Near Sangola Naka, S.T. Stand, Station Road,"|"Pandrapur, Dist. Solapur."|"Maharashtra"|"413304"|"Thu. 5.30 pm."|""|"true"|"Municipal Primary School No 9, Sant Peth, Near Sangola Naka, S.T. Stand, Station Road, , Pandrapur, Dist. Solapur. , Maharashtra - 413304"|"18.500270300"|"73.939122500"
"384"|"Atmavishwas Group"|"V K High School, Savarkar Chowk"|"Panvel (W)."|"Maharashtra"|"410206"|"Sun 11.00 am"|"09323710170"|"true"|"V K High School, Savarkar Chowk, Panvel (W)., Maharashtra - 410206"|"18.989401000"|"73.117516000"
"385"|"Namrata Group"|"Vasantrao High School, Near Super Market, Karegaon Road,"|"Parbhani"|"Maharashtra"|"431401"|"Fri 6.30 pm"|"09421461727"|"true"|"Vakil Colony, Parbhani, Maharashtra 431401, India"|"19.264986200"|"76.782583600"
"386"|"Yogayog Group"|"Ghag Classes, Chhatrapati Shivajinagar, Behind Sanjay Gandhi Hospital. (Loner)"|"Roha"|"Maharashtra"|"402109"|"Sun 7.00 pm"|"09422352912, 09403314858"|"true"|"Ghag Classes, Chhatrapati Shivajinagar, Behind Sanjay Gandhi Hospital. (Loner), Roha , Maharashtra - 402109"|"18.438951000"|"73.116751000"
"387"|"Good Morning Group"|"Pune I.G. Off. Nehru Stadium, Tilak Road,"|"Pune"|"Maharashtra"|"411002"|"Daily 7.30 am"|"09049829116"|"true"|"Saras Baug Sinhagad Rd, Swargate, Pune, Maharashtra 411002, India"|"18.502244000"|"73.855532000"
"388"|"Muktanand Group"|"Shivaji Vidya Niketan, Near Cinchechi Talim, Shukrawar Peth,"|"Pune"|"Maharashtra"|"411002"|"Sun 10.30 am"|"09822247092, 09371983003"|"true"|"Shivaji Vidya Niketan, Near Cinchechi Talim, Shukrawar Peth, , Pune, Maharashtra - 411002"|"18.508398600"|"73.855478200"
"389"|"Prerana Group"|"Araneshwar Vidya Mandir, (Dhule High School), Padmadvati,"|"Pune"|"Maharashtra"|"411009"|"Tue/Sat 7.15 pm"|"09850070247"|"true"|"Araneshwar Vidya Mandir, (Dhule High School), Padmadvati,, Pune, Maharashtra - 411009"|"20.904220000"|"74.774898000"
"390"|"Sankalp Group"|"K.G. Gosavi Vidyalya, Behind Vithalwadi Mandir,"|"Pune"|"Maharashtra"|"411011"|"Mon/Wed 7.15 pm"|"09272998781"|"true"|"K.G. Gosavi Vidyalya, Behind Vithalwadi Mandir,, Pune, Maharashtra - 411011"|"18.633215000"|"73.812800000"
"391"|"Aravanippu Group."|"SBM School, Trichy Road,"|"Namakkal"|"Tamilnadu"|"637001"|"Mon. 7.00 pm"|"09840966842"|"true"|"KPK Tower Near SBM High school,, 45, Trichy Main Rd, Namakkal, Tamil Nadu 637001, India"|"11.202226600"|"78.193527000"
"392"|"Rebirth Group."|"ECI Church, Gandhinagar,"|"Kattuputhur"|"Tamilnadu"|"621207"|"Tue. 7.00 pm"|"09840966842"|"true"|"ECI Church, Gandhinagar, , Kattuputhur, Tamilnadu -  621207"|"13.243630000"|"80.158994000"
"393"|"Morning Star Group."|"Navaldiyan Complex, Opp Municpal Office, Parmathi Road"|"Namakkal"|"Tamilnadu"|"637001"|"Thu. 7.00 pm"|"09944718881"|"true"|"Navaldiyan Complex, Opp Municpal Office, Parmathi Road, Namakkal, Tamilnadu -  637001"|"11.219439000"|"78.167724000"
"394"|"Turning Point Group."|"Navaldiyan Complex, Opp Municpal Office, Parmathi Road"|"Namakkal"|"Tamilnadu"|"637001"|"Fri. 7.00 pm"|"09442702518"|"true"|"Navaldiyan Complex, Opp Municpal Office, Parmathi Road, Namakkal, Tamilnadu -  637001"|"11.219439000"|"78.167724000"
"395"|"Freedom Group."|"St. Mary's High School, R C Church, State Bank Road, P S Park,"|"Erode"|"Tamilnadu"|"638001"|"Mon. 6.00 pm"|"08903758600"|"true"|"St. Mary's High School, R C Church, State Bank Road, P S Park,, Erode, Tamilnadu -  638001"|"11.341036000"|"77.717164000"
"396"|"God's Grace Group."|"R C Church, Railway Colony,"|"Erode"|"Tamilnadu"|"638002"|"Wed. 6.00 pm"|"09750719190"|"true"|"Railway Colony, Erode, Tamil Nadu 638002, India"|"11.326580400"|"77.741631600"
"397"|"Gratitude Group."|"Govt Higher Secondary School, Nasiyanoor Road, Nr VSP Theatre, Edayankatuvalsu,"|"Erode"|"Tamilnadu"|"638011"|"Sun. 6.00 pm"|"09842711145"|"true"|"Govt Higher Secondary School, Nasiyanoor Road, Nr VSP Theatre, Edayankatuvalsu,, Erode, Tamilnadu -  638011"|"11.341036000"|"77.717164000"
"398"|"New Dawn Group."|"Municipal School, Surampatti, Valasu,"|"Erode"|"Tamilnadu"|"638009"|"Sun. 6.00 pm"|"09360296953"|"true"|"Teachers Colony, Palayapalayam, Erode, Tamil Nadu 638011, India"|"11.330504800"|"77.706664600"
"399"|"New Way Group."|"Govt. Higher Secondary School, Kurnalamkutti,  Perundurai Road,"|"Erode"|"Tamilnadu"|"638001"|"Sun. 6.00 pm"|"09942263212"|"true"|"Erode Fort, Erode, Tamil Nadu 638001, India"|"11.341140100"|"77.719817200"
"400"|"Seed of Hope Group."|"Kamraj Municipal School, Kaungalpalayam,"|"Erode"|"Tamilnadu"|"638003"|"Tue. 6.00 pm"|"09442462317"|"true"|"Thirunagar Colony, Erode, Tamil Nadu 638001, India"|"11.347478200"|"77.729649300"
"401"|"Serenity Group."|"Good Shephard Municipal School, Veerappan, Chattram,"|"Erode"|"Tamilnadu"|"638004"|"Thu. 6.00 pm"|"09842819557"|"true"|"Good Shephard Municipal School, Veerappan, Chattram,, Erode, Tamilnadu -  638004"|"11.341036000"|"77.717164000"
"402"|"Group of God."|"Govt. Middle School, Chinapanayakam Palayam, Kumara Palayam,"|"Erode"|"Tamilnadu"|"638183"|"Tue. 6.00 pm"|"07373259403"|"true"|"Govt. Middle School, Chinapanayakam Palayam, Kumara Palayam,, Erode, Tamilnadu -  638183"|"11.314036000"|"77.717164000"
"403"|"Way to Sobriety Group."|"Bharti Kalvi Nilayam, Nasiyanoor,"|"Erode"|"Tamilnadu"|"638107"|"Mon. 6.00 pm"|"09942211633"|"true"|"Bharathi Kalvi Nilayam, SH 173, Nasiyanur, Tamil Nadu 638107, India"|"11.338735000"|"77.637682900"
"404"|"Chinni Malai Group."|"Gvot School, Chinnimalai, Uthukuli Road,"|"Erode"|"Tamilnadu"|"638051"|"Wed. 6.00 pm"|"09526407753"|"true"|"Melapalayam, Ottapparai, Tamil Nadu 638051, India"|"11.165318600"|"77.597436000"
"405"|"Sky Walk Group."|"Deepam Trust Residential School, Lady's Seat Road, Yercaud,"|"Salem"|"Tamilnadu"|"636601"|"Sun. 7.00 pm"|"09942951459"|"true"|"Deepam Trust Residential School, Lady's Seat Road, Yercaud,, Salem, Tamilnadu -  636601"|"11.773586000"|"78.199330000"
"406"|"Bright Group."|"Govt Secondary School, Opp Boat House, Yarcaud,"|"Salem"|"Tamilnadu"|"636601"|"Mon. 7.00 pm"|"09442330827"|"true"|"30/68, Ondikadai, Salem - Yercaud Ghat Road, Yercaud, Tamil Nadu 636601, India"|"11.784883100"|"78.208201800"
"407"|"Coffe Group."|"TELC School, Lady's Seat Road, Lithupet, Yercaud,"|"Salem"|"Tamilnadu"|"636601"|"Tue. 7.00 pm"|"09629341249"|"true"|"Yercaud, Tamil Nadu 636601, India"|"11.770356200"|"78.198367500"
"408"|"God's Residence Group."|"Govt Marriage Hall, Manjakkuttai, Opp Sunrise view Point, Yercaud,"|"Salem"|"Tamilnadu"|"636601"|"Tue. 7.00 pm"|"09629341249"|"true"|"Govt Marriage Hall, Manjakkuttai, Opp Sunrise view Point, Yercaud,, Salem, Tamilnadu -  636601"|"11.775251000"|"78.209258000"
"409"|"Sherva Roy Liberty Group."|"R C Church, Big Temple, Yercaud,"|"Salem"|"Tamilnadu"|"636601"|"TWed. 7.00 pm"|"09842207289"|"true"|"R C Church, Big Temple, Yercaud,, Salem, Tamilnadu -  636601"|"11.775251000"|"78.209258000"
"410"|"Silver Oak Group."|"Bright Sun School, Kommakadu, Yercaud,"|"Salem"|"Tamilnadu"|"636601"|"Tue. 7.00 pm"|"07305193195"|"true"|"Bright Sun School, Kommakadu, Yercaud,, Salem, Tamilnadu -  636601"|"11.775251000"|"78.209258000"
"411"|"Rebirth Group."|"Bala Illum Murugan Nagar, opp Palvadi School, Yercaud,"|"Salem"|"Tamilnadu"|"636601"|"Sat. 7.00 pm"|"09944496214"|"true"|"Bala Illum Murugan Nagar, opp Palvadi School, Yercaud,, Salem, Tamilnadu -  636601"|"11.775251000"|"78.209258000"
"412"|"New Dawn Group."|"Udhaya Nilla Orchestra Office, Light House Corner,"|"Karur"|"Tamilnadu"|"639001"|"Sun. 6.00 pm"|"09760405956"|"true"|"Udhaya Nilla Orchestra Office, Light House Corner,, Karur, Tamilnadu -  639001"|"10.960078000"|"78.076604000"
"413"|"God Bless Group."|"St. Betherl church, Muthu Irulandi Street"|"Perungalathur"|"Tamilnadu"|"600063"|"Mon. 7.00 pm"|"09941150877"|"true"|"Muthu Irulandi Street, 3, New Perungalathur, Chennai, Tamil Nadu 600063, India"|"12.908606000"|"80.091598000"
"414"|"Miracle Group."|"No 15/C, Thamalvar Street, Sacred Heart of Mary Church,"|"Kanchipuram"|"Tamilnadu"|"631502"|"Mon. 6.00 pm"|"09150500504"|"true"|"No 15/C, Thamalvar Street, Sacred Heart of Mary Church,,  Kanchipuram, Tamilnadu -  631502"|"12.834174000"|"79.703640000"
"415"|"God Bless Group."|"Sagaya Trailoring School,"|"Thirukalukundram"|"Tamilnadu"|"603109"|"Mon. 7.00 pm"|"09566705954"|"true"|"Sagaya Trailoring School,, Thirukalukundram, Tamilnadu -  603109"|"12.597359000"|"80.075843000"
"416"|"Right Place Group."|"Govt. Middle School,"|"Chunambedu"|"Tamilnadu"|"603401"|"Mon. 6.00 pm"|"09578110554"|"true"|"Govt. Middle School,,  Chunambedu , Tamilnadu -  603401"|"12.926395000"|"80.100099000"
"417"|"Study Group."|"Sankara Viddyalaya School, GST Road,"|"Urapakkam"|"Tamilnadu"|"603202"|"Tue. 7.00 pm"|"09952613719"|"true"|"Chennai Theni Hwy, Ambika Nagar, Urapakkam, Vandalur R.F., Tamil Nadu 603210, India"|"12.869181900"|"80.077154000"
"418"|"God's Gift Group."|"R C M School, Kanchipuram Road,"|"Vandavasi"|"Tamilnadu"|"604408"|"Tue.7.00 pm"|"07639179886"|"true"|"Sannathi St, Vandavasi, Tamil Nadu 604408, India"|"12.502851300"|"79.605774800"
"419"|"Unity Group."|"Bethanya Worker Trust, Near Veernary Hospital,"|"Walajabad"|"Tamilnadu"|"631605"|"Tue. 7.00 pm"|""|"true"|"Bethanya Worker Trust, Near Veernary Hospital,,  Walajabad , Tamilnadu -  631605"|"12.794791000"|"79.821270000"
"420"|"Sponsor Group."|"St. Andrew Church, Gandhi Road,"|"Guduvanchei"|"Tamilnadu"|"603202"|"Wed.7.00 pm"|"09840058323"|"true"|"23, Gandhi Road, Guduvancheri, Chennai, Tamil Nadu 603202, India"|"12.847211100"|"80.061110300"
"421"|"Rebirth Group."|"PTVS Higher Secondary School, Near Bus Stop,"|"Thirukalukundram"|"Tamilnadu"|"603109"|"Wed. 7.00 pm"|"09940836350"|"true"|"PTVS Higher Secondary School, Near Bus Stop,,  Thirukalukundram, Tamilnadu -  603109"|"12.608285000"|"80.064668000"
"422"|"Faith Life Group."|"St. Joseph School, Thirukkalukundram Salai,"|"Marai Malai Nagar"|"Tamilnadu"|"603209"|"Thu. 7.00 pm"|"09597819547"|"true"|"NH1, Thiruvalluvar Salai, Maraimalai Nagar, Tamil Nadu 603209, India"|"12.796964200"|"80.025643900"
"423"|"I am Responsible Group."|"RCM School, Kanchipuram Road,"|"Vandavasi"|"Tamilnadu"|"604408"|"Thu. 7.00 pm"|"07639719108"|"true"|"56, Arcot Rd, Alathur, Cheyyar, Tamil Nadu 604407, India"|"12.667689200"|"79.539837500"
"424"|"Turning Point Group."|"No 100 GST Road, Power AG Church,"|"Madhurantakam"|"Tamilnadu"|"603306"|"Thu. 6.30 pm"|"09047955626"|"true"|"18/2, Church Street, G.S.T. Rd, Madurantakam, Tamil Nadu 603306, India"|"12.514088800"|"79.887924100"
"425"|"Spiritual Group."|"CSI Andrews Church, Opp. St . Joseph Higher Secondary School"|"Chengalpattu"|"Tamilnadu"|"603002"|"Fri. 7.00 pm"|"09092349721"|"true"|"Kancheepuram High Road, Chengalpattu, Tamil Nadu 603002, India"|"12.697704900"|"79.974439400"
"426"|"Faith Group."|"Govt Hospital,"|"Uthiramepur"|"Tamilnadu"|"603406"|"Thu. 6.30 pm"|"09444287501"|"true"|"No. 22 Vannara Street, Uthiramerur, Tamil Nadu 603406, India"|"12.615552000"|"79.761093000"
"427"|"Higher Power Group."|"No 55, Ekambaranathar Street, Rajalaxmi Diabetic Centre,"|"Knachipuram"|"Tamilnadu"|"603502"|"Fri. 6.00 pm"|"09566299303"|"true"|"No 55, Ekambaranathar Street, Rajalaxmi Diabetic Centre, ,  Knachipuram, Tamilnadu -  603502"|"12.834174000"|"79.703640000"
"428"|"Good Life Group."|"Sagayamadha Tailoring School, Near Malai Adivaram"|"Thirukkalukundram"|"Tamilnadu"|"603109"|"Sat 7.00 pm"|"09597297212"|"true"|"Sagayamadha Tailoring School, Near Malai Adivaram ,  Thirukkalukundram, Tamilnadu -  603109"|"12.611327000"|"80.056588000"
"429"|"Succes Way Group."|"CSI Church, Railway Road, Opp Govt Hospital"|"Kanchipuram"|"Tamilnadu"|"631502"|"Sat. 6.00 pm"|"09543327306"|"true"|"CSI Church, Railway Road, Opp Govt Hospital ,  Kanchipuram, Tamilnadu -  631502"|"12.834174000"|"79.703640000"
"430"|"Rebirth Group."|"CSI Church, Madha Kovil Street,"|"Kattangulathur"|"Tamilnadu"|"603203"|"Sat. 7.00 pm"|"09092419955"|"true"|"Mudichur Road, Mudichur, Kanchipuram, Tamil Nadu 600048, India"|"12.912830800"|"80.070427400"
"431"|"Reflection Group."|"St. Joseph Church, Old Bus Stop,"|"Chengalpattu"|"Tamilnadu"|"603202"|"Sun. 6.00 pm"|"09380277772"|"true"|"J C K Nagar, Paranur, Tamil Nadu 600073, India"|"12.697922100"|"79.975658200"
"432"|"A.A. Group"|"Govt. H.P. School, Thudhipete Tarikere"|"Chikmangluru"|"Karnataka"|"577228"|"Sun 6.00 pm"|""|"true"|"Govt. H.P. School, Thudhipete Tarikere, Chikmangluru, Karnataka - 577228"|"13.708667000"|"75.815859000"
"433"|"A.A. Group"|"Govt. H.P. School, Sevanagar Keresante"|"Chikmangluru"|"Karnataka"|"-"|"Mon 6.30 pm"|""|"true"|"Govt. H.P. School, Sevanagar Keresante, Chikmangluru, Karnataka - -"|"13.553347600"|"76.011117900"
"434"|"A.A. Group"|"Akshara H.P. School, Ajjampura"|"Chikmangluru"|"Karnataka"|"-"|"Mon 6.00 pm"|"9008384732"|"true"|"Ajjampura, Chikmagalur, Ajjampura Naranapura Road, Chikmagalur, Chikmagalur, Karnataka 577547, India"|"13.726128000"|"76.004116000"
"435"|"A.A. Group"|"Samudayabhavan Neharu Nagar, Near Govt. Hospital, Brahmavara"|"Chikmangluru"|"Karnataka"|"577101"|"Sat 6.00 pm"|""|"true"|"Samudayabhavan Neharu Nagar, Near Govt. Hospital, Brahmavara, Chikmangluru, Karnataka - 577101"|"15.317277000"|"75.713888000"
"436"|"A.A. Group"|"K.V.School, Choultry Street"|"Chikmangluru"|"Karnataka"|"577101"|"Tue 6.00 pm"|""|"true"|"K.V.School, Choultry Street, Chikmangluru, Karnataka - 577101"|"13.553347600"|"76.011117900"
"437"|"A.A. Group"|"Lourds Boys High School,"|"Davangere"|"Karnataka"|"577001"|"Sun 11.00 am"|""|"true"|"Church Rd, P J Extension, MCC A Block, Davangere, Karnataka 577002, India"|"14.462515000"|"75.913479300"
"438"|"A.A. Group"|"Prema Jyothi Convent,"|"Kadur"|"Karnataka"|"577548"|"Sat 6.00 pm"|""|"true"|"Prema Jyothi Convent, , Kadur, Karnataka - 577548"|"13.553347600"|"76.011117900"
"439"|"A.A. Group"|"Saint Marry's Church,"|"Hubli"|"Karnataka"|"580023"|"Sun 11.00 am"|""|"true"|"Keshwapur, Hubballi, Karnataka 580023, India"|"15.357847600"|"75.145173100"
"440"|"A.A. Group"|"Sharada Kids Convent, Shivani Rly Station,"|"Shivani"|"Karnataka"|"-"|"Sun 1.30 am"|"07760101138"|"true"|"Sharada Kids Convent, Shivani Rly Station, , Shivani, Karnataka - -"|"15.317277000"|"75.713888000"
"441"|"A.A. Group"|"St. Anne's Church, Bijapura,"|"Bijapura"|"Karnataka"|"586101"|"Thu 6.00 pm"|""|"true"|"Godbole Mala, Vijayapura, Karnataka 586101, India"|"16.828339500"|"75.715796600"
"442"|"A.A. Group"|"SVS School, B H Road"|"Banavara"|"Karnataka"|"573112"|"Sun 11.00 am"|""|"true"|"SVS School, B H Road, Banavara, Karnataka - 573112"|"13.408420000"|"76.162433000"
"443"|"A.A. Group"|"Vikas School, Police Chowki Vinoba Nagar,"|"Shimoga"|"Karnataka"|"577204"|"Tue 6.30 pm"|""|"true"|"100 ft Road, Beside SUDA Complex, Vinoba Nagar, Shivamogga, Karnataka 577204, India"|"13.950629300"|"75.559964300"
"444"|"A.A. Group"|"D.Ed. College,"|"Antharaghatte"|"Karnataka"|"577550"|"Tue 6.00 pm"|""|"true"|"D.Ed. College, , Antharaghatte, Karnataka - 577550"|"13.553347600"|"76.011117900"
"445"|"Fellowship Group"|"Govt. Hr. Sec. School, Dasanalckenpatti, Namakkal Main Road,"|"Salem"|"Tamilnadu"|"636201"|"Mon 6.00 pm"|"09443858128"|"true"|"Omalur Main Road, First Agraharam, Salem, Tamil Nadu 636001, India"|"11.654904600"|"78.157779300"
"446"|"Freedom Group"|"Vaikal Pattarai School, R.K. Ganesh Theatere, Near Poonnammapet,"|"Salem"|"Tamilnadu"|"636001"|"Wed 7.00 pm"|"09952723247"|"true"|"Vaikal Pattarai School, R.K. Ganesh Theatere, Near Poonnammapet, , Salem, Tamilnadu - 636001"|"11.656049300"|"78.166418900"
"447"|"Holy Group"|"Holy Cross Hr. Sec. School, K.N.Colony, Ammapet,"|"Salem"|"Tamilnadu"|"636003"|"Tue 7.00 pm"|"09786417786"|"true"|"Cuddalore Main Rd, Kandasamy Pudur, Kamarajar Nagar Colony, Ammapet, Salem, Tamil Nadu 636014, India"|"11.663816400"|"78.202867300"
"448"|"Honesty Group"|"Bala Gurugulam School, Opp. SPMM Hospital, Opp. Cuddalore Main Road"|"Salem"|"Tamilnadu"|"636003"|"Thu 7.00 pm"|"09543731212"|"true"|"29, Cuddalore Main Road, Ammapet,, Salem, Tamil Nadu 636003, India"|"11.661240200"|"78.192010200"
"449"|"Lucky Group"|"Udayappatty Panchayat Union, Middle School, Udayappatty"|"Salem"|"Tamilnadu"|"636140"|"Sat 7.00 pm"|"07401235969"|"true"|"MASINAYAKANPATTY, Salem, Tamil Nadu, India"|"11.667254800"|"78.228315400"
"450"|"Nambikkai Group"|"Veeranam Panchayat Union School, Peariyal Veeranam"|"Salem"|"Tamilnadu"|"636122"|"Mon 7.00 pm"|"09543366661"|"true"|"Veeranam Panchayat Union School, Peariyal Veeranam , Salem, Tamilnadu - 636122"|"11.683445300"|"78.216274500"
"451"|"New Bright Group"|"No 61 Sankara Ashramam Nethimedu"|"Salem"|"Tamilnadu"|"636002"|"Mon 7.00 pm"|"09629491243, 09791847109"|"true"|"No 61, Sree Sankara Ashramam, Sankari Main Road, Near Nethimedu Bus Stop, Nethimedu, Salem, Tamil Nadu 636002, India"|"11.637515100"|"78.132641400"
"452"|"New Life Group"|"Corporation's Boys Secondary School, Next to Corporation Office"|"Salem"|"Tamilnadu"|"636001"|"Fri 7.00 pm"|""|"true"|"Corporation's Boys Secondary School, Next to Corporation Office, Salem, Tamilnadu - 636001"|"11.656049300"|"78.166418900"
"453"|"Oothumalai Workshop Group"|"Oothumalai Temple, Near Seelanaickenpatti Bye-pass"|"Salem"|"Tamilnadu"|"636201"|"Thu 7.00 pm"|""|"true"|"Utthumalai, Seelanaickenpatti, Salem, Tamil Nadu 636201, India"|"11.620091700"|"78.150487700"
"454"|"Pudhu Thendral Group"|"Sri Annai Vidhya Malayar School, Near Pacchiman Theater, Gorimedu"|"Salem"|"Tamilnadu"|"636008"|"Tue 7.00 pm"|""|"true"|"Sri Annai Vidhya Malayar School, Near Pacchiman Theater, Gorimedu, Salem, Tamilnadu - 636008"|"11.731461300"|"78.264700400"
"455"|"Rainbow Group"|"Govt. Middle School, Kadayampatti Post, Near Union Office"|"Salem"|"Tamilnadu"|"636351"|"Wed 7.00 pm"|"09787701717"|"true"|"Govt. Middle School, Kadayampatti Post, Near Union Office, Salem, Tamilnadu - 636351"|"11.898178700"|"78.099421000"
"456"|"Rasi Group"|"Municipal Middle School, Near Old Bus Stand, Rasipuram"|"Salem"|"Tamilnadu"|"637408"|"Sat 7.00 pm"|"09865570123"|"true"|"Kamalar, Tiruchengode, Tamil Nadu 637211, India"|"11.379546600"|"77.897110200"
